id,tender_title,project_type,source_name,province,city,town,event_time,purchasing_staff,bid_company,bid_amount,currency,bid_date,content,created_at,updated_at
65,合肥市宁溪小学关于LED显示屏的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市宁溪小学,安徽安信锐科技有限公司,91500.00,人民币:元,2023-10-13,合肥市宁溪小学关于LED显示屏的网上超市采购项目成交公告 项目:合肥市宁溪小学关于LED显示屏的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
66,合肥市望湖中学关于台布/餐布的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,合肥市望湖中学,安徽予创商贸有限公司,9710.00,人民币:元,2023-10-13,合肥市望湖中学关于台布/餐布的网上超市采购项目成交公告 项目:合肥市望湖中学关于台布/餐布的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
67,芜湖市镜湖区农业农村水务局关于文件管理的网上超市采购项目成交公告,政府,政府采购,安徽省,芜湖市,镜湖区,2023-10-13 00:00:00,芜湖市镜湖区农业农村水务局,安徽权玺电子商务有限公司,8392.00,人民币:元,2023-10-13,芜湖市镜湖区农业农村水务局关于文件管理的网上超市采购项目成交公告 项目:芜湖市镜湖区农业农村水务局关于文件管理的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
68,六安市叶集区姚李镇中心学校关于防潮垫的网上超市采购项目成交公告,学校,政府采购,安徽省,六安市,叶集区,2023-10-13 00:00:00,六安市叶集区姚李镇中心学校,六安市鼎莱商贸有限责任公司,4752.00,人民币:元,2023-10-13,六安市叶集区姚李镇中心学校关于防潮垫的网上超市采购项目成交公告 项目:六安市叶集区姚李镇中心学校关于防潮垫的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
69,淮南市八公山区第一中学关于触控一体机的网上超市采购项目成交公告,学校,企业采购,安徽省,淮南市,八公山区,2023-10-13 00:00:00,淮南市八公山区第一中学,合肥歌谣电子科技有限公司,48000.00,人民币:元,2023-10-13,淮南市八公山区第一中学关于触控一体机的网上超市采购项目成交公告 项目:淮南市八公山区第一中学关于触控一体机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
70,合肥市公安局高新技术开发区分局关于礼品袋/盒/塑料袋的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市公安局高新技术开发区分局,合肥良悦商贸有限公司,2509.80,人民币:元,2023-10-13,合肥市公安局高新技术开发区分局关于礼品袋/盒/塑料袋的网上超市采购项目成交公告 项目:合肥市公安局高新技术开发区分局关于礼品袋/盒/塑料袋的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
71,合肥市望湖中学关于仓储货架的网上超市采购项目成交公告,学校,企业采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,合肥市望湖中学,安徽予创商贸有限公司,9720.00,人民币:元,2023-10-13,合肥市望湖中学关于仓储货架的网上超市采购项目成交公告 项目:合肥市望湖中学关于仓储货架的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
72,合肥市义城监狱关于货架附件的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,长丰县,2023-10-13 00:00:00,合肥市义城监狱,安徽九叶商贸有限公司,3591.00,人民币:元,2023-10-13,合肥市义城监狱关于货架附件的网上超市采购项目成交公告 项目:合肥市义城监狱关于货架附件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
74,旌德县公安局关于台式整机的网上超市采购项目成交公告,政府,政府采购,安徽省,宣城市,旌德县,2023-10-13 00:00:00,旌德县公安局,旌德县云东网络科技有限公司,44000.00,人民币:元,2023-10-13,旌德县公安局关于台式整机的网上超市采购项目成交公告 项目:旌德县公安局关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
75,广德市卢村水库工程管理处关于视频线/音频线/AV线的网上超市采购项目成交公告,政府,政府采购,安徽省,宣城市,广德市,2023-10-13 00:00:00,广德市卢村水库工程管理处,安徽上好智慧科技有限公司,2710.00,人民币:元,2023-10-13,广德市卢村水库工程管理处关于视频线/音频线/AV线的网上超市采购项目成交公告 项目:广德市卢村水库工程管理处关于视频线/音频线/AV线的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
76,蚌埠市高新区天河社区管理中心东周村村民委员会关于台式整机的网上超市采购项目成交公告,政府,政府采购,安徽省,蚌埠市,蚌埠市高新技术开发区,2023-10-13 00:00:00,蚌埠市高新区天河社区管理中心东周村村民委员会,蚌埠市蚌山区乐珹电子贸易商行,18940.00,人民币:元,2023-10-13,蚌埠市高新区天河社区管理中心东周村村民委员会关于台式整机的网上超市采购项目成交公告 项目:蚌埠市高新区天河社区管理中心东周村村民委员会关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
77,巢湖市散兵镇项山村股份经济合作社关于打印/复印纸的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,巢湖市,2023-10-13 00:00:00,巢湖市散兵镇项山村股份经济合作社,巢湖市腾铒速电子科技有限责任公司,7120.00,人民币:元,2023-10-13,巢湖市散兵镇项山村股份经济合作社关于打印/复印纸的网上超市采购项目成交公告 项目:巢湖市散兵镇项山村股份经济合作社关于打印/复印纸的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
78,合肥市公安局监所管理支队关于窗帘及配件的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市公安局监所管理支队,安徽诺平家具有限公司,570.00,人民币:元,2023-10-13,合肥市公安局监所管理支队关于窗帘及配件的网上超市采购项目成交公告 项目:合肥市公安局监所管理支队关于窗帘及配件的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
79,合肥湖滨物业管理有限公司关于消防栓的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥湖滨物业管理有限公司,合肥宇之铭商贸有限公司,36720.00,人民币:元,2023-10-13,合肥湖滨物业管理有限公司关于消防栓的网上超市采购项目成交公告 项目:合肥湖滨物业管理有限公司关于消防栓的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
80,池州市审计局关于移动硬盘的网上超市采购项目成交公告,政府,政府采购,安徽省,池州市,"",2023-10-13 00:00:00,池州市审计局,合肥贝利数码科技有限公司,1046.88,人民币:元,2023-10-13,池州市审计局关于移动硬盘的网上超市采购项目成交公告 项目:池州市审计局关于移动硬盘的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
81,芜湖市不动产登记中心关于网络线的网上超市采购项目成交公告,货物,企业采购,安徽省,芜湖市,"",2023-10-13 00:00:00,芜湖市不动产登记中心,安徽江诚信息技术有限公司,9715.50,人民币:元,2023-10-13,芜湖市不动产登记中心关于网络线的网上超市采购项目成交公告 项目:芜湖市不动产登记中心关于网络线的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
82,合肥市师范附属小学关于其它机械五金的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市师范附属小学,合肥瑶海区仁丰百货商行,7462.00,人民币:元,2023-10-13,合肥市师范附属小学关于其它机械五金的网上超市采购项目成交公告 项目:合肥市师范附属小学关于其它机械五金的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
83,合肥市中房物业管理有限公司关于其它防护用品的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市中房物业管理有限公司,安徽荣乘威警示设备有限公司,3518.00,人民币:元,2023-10-13,合肥市中房物业管理有限公司关于其它防护用品的网上超市采购项目成交公告 项目:合肥市中房物业管理有限公司关于其它防护用品的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
84,蚌埠市直机关第二幼儿园关于防潮垫的网上超市采购项目成交公告,学校,企业采购,安徽省,蚌埠市,"",2023-10-13 00:00:00,蚌埠市直机关第二幼儿园,杭州正齐澳电子商务有限公司,67.00,人民币:元,2023-10-13,蚌埠市直机关第二幼儿园关于防潮垫的网上超市采购项目成交公告 项目:蚌埠市直机关第二幼儿园关于防潮垫的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
85,亳州市谯城区德忠学校关于遮挡箱/钥匙盒的网上超市采购项目成交公告,学校,政府采购,安徽省,亳州市,谯城区,2023-10-13 00:00:00,亳州市谯城区德忠学校,亳州市小兰商贸有限公司,3112.00,人民币:元,2023-10-13,亳州市谯城区德忠学校关于遮挡箱/钥匙盒的网上超市采购项目成交公告 项目:亳州市谯城区德忠学校关于遮挡箱/钥匙盒的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
86,亳州市谯城区教育局关于执法记录仪的网上超市采购项目成交公告,政府,政府采购,安徽省,亳州市,谯城区,2023-10-13 00:00:00,亳州市谯城区教育局,安徽曦澈信息科技有限公司,5100.00,人民币:元,2023-10-13,亳州市谯城区教育局关于执法记录仪的网上超市采购项目成交公告 项目:亳州市谯城区教育局关于执法记录仪的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
87,肥西县山南学区中心学校关于编织布/袋的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,肥西县,2023-10-13 00:00:00,肥西县山南学区中心学校,合肥丰饶商贸有限公司,19200.00,人民币:元,2023-10-13,肥西县山南学区中心学校关于编织布/袋的网上超市采购项目成交公告 项目:肥西县山南学区中心学校关于编织布/袋的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
88,合肥烟墩建筑安装有限公司关于弱电布线箱的网上超市采购项目成交公告,货物,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥烟墩建筑安装有限公司,安徽暖树文化传媒有限公司,27332.50,人民币:元,2023-10-13,合肥烟墩建筑安装有限公司关于弱电布线箱的网上超市采购项目成交公告 项目:合肥烟墩建筑安装有限公司关于弱电布线箱的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
89,合肥市包河区义城街道办事处关于铭牌的网上超市采购项目成交公告,政府,政府采购,安徽省,合肥市,包河区,2023-10-13 00:00:00,合肥市包河区义城街道办事处,安徽予创商贸有限公司,2800.00,人民币:元,2023-10-13,合肥市包河区义城街道办事处关于铭牌的网上超市采购项目成交公告 项目:合肥市包河区义城街道办事处关于铭牌的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
90,合肥市师范附属小学关于票夹/长尾夹的网上超市采购项目成交公告,学校,政府采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥市师范附属小学,合肥瑶海区仁丰百货商行,1887.10,人民币:元,2023-10-13,合肥市师范附属小学关于票夹/长尾夹的网上超市采购项目成交公告 项目:合肥市师范附属小学关于票夹/长尾夹的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
91,合肥蜀弘资产运营管理有限公司关于粉盒的网上超市采购项目成交公告,项目管理,企业采购,安徽省,合肥市,"",2023-10-13 00:00:00,合肥蜀弘资产运营管理有限公司,合肥市智扬信息科技有限公司,5760.00,人民币:元,2023-10-13,合肥蜀弘资产运营管理有限公司关于粉盒的网上超市采购项目成交公告 项目:合肥蜀弘资产运营管理有限公司关于粉盒的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
92,蚌埠市文化馆关于台式整机的网上超市采购项目成交公告,货物,企业采购,安徽省,蚌埠市,"",2023-10-13 00:00:00,蚌埠市文化馆,蚌埠市蚌山区莫然电子商行,3950.00,人民币:元,2023-10-13,蚌埠市文化馆关于台式整机的网上超市采购项目成交公告 项目:蚌埠市文化馆关于台式整机的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
93,安徽省利辛县第一中学关于其它中小型健身器材的网上超市采购项目成交公告,学校,企业采购,安徽省,亳州市,利辛县,2023-10-13 00:00:00,安徽省利辛县第一中学,利辛县悦享文体销售有限公司,4324.00,人民币:元,2023-10-13,安徽省利辛县第一中学关于其它中小型健身器材的网上超市采购项目成交公告 项目:安徽省利辛县第一中学关于其它中小型健身器材的网上超市采购项目,2026-07-29 09:19:42,2026-07-29 09:19:42
